File Name	LC Column	Sample Cleanup	MS Device	LCMS Method	MS Run Date	Digestion	Comment	Preparation Date	Fractionation Type	Fraction Name	Enrichment	Labeling/Derivitisation	Pooling Label	Protein Barcode
example1.raw	HPLC	AEX	THERMO_QEXACTIVE_PLUS	HCD_TOP12_130MIN	190729	Trypsin	some info	190728	Affinity_Enrichment	fraction 1	UHPLC	V-Tag		barcode_placeholder
example2.raw	HPLC	AEX	THERMO_QEXACTIVE_PLUS	HCD_TOP12_130MIN	190729	Trypsin	info for fraction 2	190728	Affinity_Enrichment	fraction 2	UHPLC	V-Tag		barcode_placeholder
example3.raw	HPLC	AEX	THERMO_QEXACTIVE_PLUS	HCD_TOP12_130MIN	190729	PNGase F	some info	190728	Affinity_Enrichment	fraction 1	HPAE	2-AB		barcode_placeholder
example4.raw	Direct infusion	Desalting	THERMO_QEXACTIVE_PLUS	HCD_TOP12_130MIN	190729	PNGase F	some info	190728	Affinity_Enrichment	fraction 2	UHPLC	Procainamide	A	barcode_placeholder
example4.raw	Direct infusion	Desalting	THERMO_QEXACTIVE_PLUS	HCD_TOP12_130MIN	190729	PNGase F	some info	190728	Affinity_Enrichment	fraction 2	UHPLC	Procainamide	B	barcode_placeholder
[[1	-1930428803	Affinity_Enrichment_fraction 1_barcode_placeholder digestTrypsin	Q_TEST_SAMPLE	[barcode_placeholder]	{Q_SAMPLE_TYPE=GLYCOPEPTIDES, Q_EXTERNALDB_ID=Affinity_Enrichment_fraction 1_barcode_placeholder digestTrypsin},
3	-1930428803	Affinity_Enrichment_fraction 2_barcode_placeholder digestTrypsin	Q_TEST_SAMPLE	[barcode_placeholder]	{Q_SAMPLE_TYPE=GLYCOPEPTIDES, Q_EXTERNALDB_ID=Affinity_Enrichment_fraction 2_barcode_placeholder digestTrypsin},
5	1553853162	Affinity_Enrichment_fraction 1_barcode_placeholder deglycosylationPNGase F	Q_TEST_SAMPLE	[barcode_placeholder]	{Q_SAMPLE_TYPE=GLYCANS, Q_EXTERNALDB_ID=Affinity_Enrichment_fraction 1_barcode_placeholder deglycosylationPNGase F},
7	700190273	Affinity_Enrichment_fraction 2_barcode_placeholder deglycosylation APNGase F	Q_TEST_SAMPLE	[barcode_placeholder]	{Q_SAMPLE_TYPE=GLYCANS, Q_EXTERNALDB_ID=Affinity_Enrichment_fraction 2_barcode_placeholder deglycosylation APNGase F},
9	700190273	Affinity_Enrichment_fraction 2_barcode_placeholder deglycosylation BPNGase F	Q_TEST_SAMPLE	[barcode_placeholder]	{Q_SAMPLE_TYPE=GLYCANS, Q_EXTERNALDB_ID=Affinity_Enrichment_fraction 2_barcode_placeholder deglycosylation BPNGase F}],
[2	950383822		Q_MS_RUN	[1]	{Q_ADDITIONAL_INFO=some info, File=example1.raw},
4	950383822		Q_MS_RUN	[3]	{Q_ADDITIONAL_INFO=info for fraction 2, File=example2.raw},
6	424793409		Q_MS_RUN	[5]	{Q_ADDITIONAL_INFO=some info, File=example3.raw},
8	-776750229		Q_MS_RUN	[7, 9]	{Q_ADDITIONAL_INFO=some info, File=example4.raw}]]
[-1930428803 (Q_SAMPLE_PREPARATION): {Fractionation_Enrichment_Placeholder=Affinity_Enrichment, Q_PREPARATION_DATE=28-07-2019, Q_MS_PURIFICATION_METHOD=AEX, Q_DIGESTION_METHOD=[Trypsin]},
1553853162 (Q_SAMPLE_PREPARATION): {Fractionation_Enrichment_Placeholder=Affinity_Enrichment, Q_PREPARATION_DATE=28-07-2019, Q_MS_PURIFICATION_METHOD=AEX, Q_DIGESTION_METHOD=[PNGase F]},
700190273 (Q_SAMPLE_PREPARATION): {Fractionation_Enrichment_Placeholder=Affinity_Enrichment, Q_PREPARATION_DATE=28-07-2019, Q_MS_PURIFICATION_METHOD=Desalting, Q_DIGESTION_METHOD=[PNGase F]}]
[424793409 (Q_MS_MEASUREMENT): {Q_MS_DEVICE=THERMO_QEXACTIVE_PLUS, Q_MS_LCMS_METHOD=HCD_TOP12_130MIN, Q_MEASUREMENT_FINISH_DATE=29-07-2019, Q_CURRENT_STATUS=FINISHED, Q_CHROMATOGRAPHY_TYPE=HPLC},
-776750229 (Q_MS_MEASUREMENT): {Q_MS_DEVICE=THERMO_QEXACTIVE_PLUS, Q_MS_LCMS_METHOD=HCD_TOP12_130MIN, Q_MEASUREMENT_FINISH_DATE=29-07-2019, Q_CURRENT_STATUS=FINISHED, Q_CHROMATOGRAPHY_TYPE=Direct Injection},
950383822 (Q_MS_MEASUREMENT): {Q_MS_DEVICE=THERMO_QEXACTIVE_PLUS, Q_MS_LCMS_METHOD=HCD_TOP12_130MIN, Q_MEASUREMENT_FINISH_DATE=29-07-2019, Q_CURRENT_STATUS=FINISHED, Q_CHROMATOGRAPHY_TYPE=HPLC}]
